task,scaffold,K,instance,correct,valid,seconds,response_head
fold2,verifier_guided,16,0,0,1,7.26,"(3,0);(3,1);(3,2);(3,3)"
fold2,verifier_guided,16,1,0,1,5.08,"(2,2);(2,2)"
fold2,verifier_guided,16,2,0,1,4.84,"(0,2);(1,2);(2,2);(3,2)"
fold2,verifier_guided,16,3,0,1,3.3,"(2,3)"
fold2,verifier_guided,16,4,0,1,5.05,"(3,1);(3,2)"
fold2,verifier_guided,16,5,0,1,7.16,"(1,2);(2,2);(3,2)"
fold2,verifier_guided,16,6,0,1,3.55,"(3,3)"
fold2,verifier_guided,16,7,0,1,6.72,"(2,0);(2,1);(2,2);(2,3)"
fold2,verifier_guided,16,8,0,1,5.82,"(1,2);(3,2)"
fold2,verifier_guided,16,9,0,1,7.22,"(1,2);(2,2);(3,2)"
fold2,verifier_guided,16,10,0,1,3.6,"(3,3)"
fold2,verifier_guided,16,11,0,1,7.21,"(3,0);(3,1);(3,2);(3,3)"
fold2,verifier_guided,16,12,0,1,6.84,"(1,2);(2,2);(3,2)"
fold2,verifier_guided,16,13,0,1,6.88,"(0,2);(1,2);(2,2);(3,2)"
fold2,verifier_guided,16,14,0,1,3.51,"(2,3)"
fold2,verifier_guided,16,15,0,1,6.02,"(2,2);(2,2)"
fold2,verifier_guided,16,16,0,1,6.45,"(1,3);(2,3);(3,3)"
fold2,verifier_guided,16,17,0,1,7.32,"(0,2);(1,2);(2,2);(3,2)"
fold2,verifier_guided,16,18,0,1,5.2,"(0,1);(1,1);(2,1);(3,1)"
fold2,verifier_guided,16,19,0,1,4.84,"(2,2);(2,2)"
fold2,verifier_guided,64,0,0,1,27.73,"(1,3);(2,3);(3,3)"
fold2,verifier_guided,64,1,0,1,18.22,"(2,2);(2,2)"
fold2,verifier_guided,64,2,0,1,20.03,"(0,2);(1,2);(2,2);(3,2)"
fold2,verifier_guided,64,3,0,1,13.21,"(2,3)"
fold2,verifier_guided,64,4,0,1,23.25,"(0,2);(1,2);(2,2);(3,2)"
fold2,verifier_guided,64,5,0,1,26.98,"(3,2);(3,2)"
fold2,verifier_guided,64,6,0,1,14.49,"(0,3);(1,3);(2,3);(3,3)"
fold2,verifier_guided,64,7,0,1,29.59,"(2,0);(2,1);(2,2);(2,3)"
fold2,verifier_guided,64,8,0,1,23.07,"(3,2)"
fold2,verifier_guided,64,9,0,1,27.45,"(1,2);(2,2);(3,2)"
fold2,verifier_guided,64,10,0,1,15.31,"(3,3)"
fold2,verifier_guided,64,11,0,1,27.19,"(1,3);(2,3);(3,3)"
fold2,verifier_guided,64,12,0,1,27.25,"(0,2);(1,2);(2,2);(3,2)"
fold2,verifier_guided,64,13,0,1,26.15,"(1,2);(2,2);(3,2)"
fold2,verifier_guided,64,14,0,1,14.36,"(2,3)"
fold2,verifier_guided,64,15,0,1,21.32,"(2,2);(2,2)"
fold2,verifier_guided,64,16,0,1,28.13,"(1,3);(2,3);(3,3)"
fold2,verifier_guided,64,17,0,1,26.44,"(0,2);(1,2);(2,2);(3,2)"
fold2,verifier_guided,64,18,0,1,20.79,"(2,2);(2,2)"
fold2,verifier_guided,64,19,0,1,20.26,"(2,2);(2,2)"
