task,scaffold,K,instance,correct,valid,seconds,response_head
maze,verifier_guided,4,10,0,1,0.93,"R,R,U,U,L,L"
maze,verifier_guided,4,11,0,1,1.19,"U,D,R,R,U"
maze,verifier_guided,4,12,0,1,0.57,"U,L,L,U,R,R"
maze,verifier_guided,4,13,0,1,0.71,"U,L,U,U,U,R,R,R"
maze,verifier_guided,4,14,0,1,0.73,"U,D,L,L,U,U,U,U,D,D"
maze,verifier_guided,4,15,0,1,0.82,"U,L,U,U,D,D,U,U,L,U,U"
maze,verifier_guided,4,16,0,1,1.41,"U,D,L,U,D,U,U,D,R,R,U,U,..,R,R,D,D,L,L,U,U,..,L,L,U,U,..,D,D,U,U,..,R,U,U,..,D,U,..,D,U,..,R,..,R,.."
maze,verifier_guided,4,17,0,1,0.68,"R,L,U,U,U"
maze,verifier_guided,4,18,0,1,3.92,"U,L,U,U,R,R,L,L,U,U,U,R,R,..,L,.."
maze,verifier_guided,4,19,0,1,0.85,"U,D,L,L,R"
maze,verifier_guided,16,0,1,1,1.65,"D,D,R,R,U,R"
maze,verifier_guided,16,1,0,1,2.72,"U,D,L,U"
maze,verifier_guided,16,2,0,1,2.67,"U,L,L,L,D"
maze,verifier_guided,16,3,0,1,6.58,"D,L,U,U,U"
maze,verifier_guided,16,4,0,1,2.99,"U,L,L,D,D,D,U,U,L,L,U,U"
maze,verifier_guided,16,5,0,1,5.39,"D,R,U,U,U"
maze,verifier_guided,16,6,0,1,2.84,"U,L,L,U,U,U,U,R,L,U,U"
maze,verifier_guided,16,7,1,1,1.44,"R,R,D,D,U,U"
maze,verifier_guided,16,8,0,1,2.62,"U,L,U,U,U"
maze,verifier_guided,16,9,0,1,2.73,"D,L,L,U,U,U,U"
maze,verifier_guided,16,10,0,1,2.94,"D,L,U,U,D"
maze,verifier_guided,16,11,0,1,3.7,"R,R,U,U,L,L,L"
maze,verifier_guided,16,12,0,1,2.69,"U,L,U,U,D"
maze,verifier_guided,16,13,0,1,5.87,"U,D,L,L,U,U,U,D,D,L,L,R,L,U,U,U,U,D,D,L,L,R,L,U,U,U,U"
maze,verifier_guided,16,14,0,1,3.52,"D,Right,U,U,D"
maze,verifier_guided,16,15,0,1,6.22,"U,D,L,L,U,U,U,D,U"
maze,verifier_guided,16,16,0,1,5.43,"D,L,L,D,R,R,L"
maze,verifier_guided,16,17,0,1,3.0,"U,D,L,U,D"
maze,verifier_guided,16,18,0,1,2.81,"R,U,U,D"
maze,verifier_guided,16,19,0,1,4.51,"R,L,U,U,U"
maze,verifier_guided,64,0,0,1,17.39,"U,L,L,U,U,D"
maze,verifier_guided,64,1,0,1,19.3,"R,L,U,U,U"
maze,verifier_guided,64,2,1,1,11.4,"D,D,R,R,U,R"
maze,verifier_guided,64,3,0,1,17.41,"D,Right,U,U,U,L,L"
maze,verifier_guided,64,4,0,1,18.37,"R,L,U,U,D"
maze,verifier_guided,64,5,1,1,1.64,"D,D,R,R,U,R"
maze,verifier_guided,64,6,0,1,19.55,"D,L,L,U,U"
maze,verifier_guided,64,7,0,1,15.12,"D,L,U,U,U,U"
maze,verifier_guided,64,8,0,1,24.83,"D,L,L,U,U,U,U"
maze,verifier_guided,64,9,1,1,12.03,"D,D,R,R,U,Up,Right"
maze,verifier_guided,64,10,0,1,16.5,"D,L,L,U,U,U,U"
maze,verifier_guided,64,11,0,1,20.62,"R,U,D,U,U,L,L,L"
maze,verifier_guided,64,12,0,1,19.91,"U,D,L,L,U"
maze,verifier_guided,64,13,0,1,18.99,"D,L,U,U,U"
maze,verifier_guided,64,14,1,1,3.46,"D,D,R,R,U,R"
maze,verifier_guided,64,15,0,1,19.19,"R,L,U,U,U,L,L"
maze,verifier_guided,64,16,0,1,19.38,"D,R,U,U,U,U,D,U,L,U,U,L,L,L,U,U"
maze,verifier_guided,64,17,1,1,15.14,"D,D,R,R,U,R,UR,RR,DD,DD,RL,LL,RR,LR,DD,DD,UL,LU,RR,RR,DD,DL,LD,RR,UL,DR,RL,LL,RR,LL,RR,RL,LL,UL,RR,LL,RR,UD,UL,UR,DL,LL,RR,UD,RL,RR,LR,UD,LL,RR,RL,LR,RR,RL,RR,DD,RR,UD,DR,RR,RL,LL,RR,LD,RL,RR,RR,RR,LL"
maze,verifier_guided,64,18,0,1,16.48,"U,L,U,U,R,R,U,L,R,U,U,U,L,L"
maze,verifier_guided,64,19,1,1,3.44,"D,D,R,R,U,Up,Right,Down,Left"
