task,scaffold,K,instance,correct,valid,seconds,response_head
fold1,verifier_guided,4,7,0,1,1.5,"(1,2);(1,2)"
fold1,verifier_guided,4,8,0,1,2.07,"(3,1);(3,2);(3,3)"
fold1,verifier_guided,4,9,0,1,2.39,"(2,0);(2,1);(2,2);(2,3)"
fold1,verifier_guided,4,10,0,1,1.61,"(3,2);(3,2)"
fold1,verifier_guided,4,11,0,1,2.11,"(3,0);(3,1);(3,2);(3,3)"
fold1,verifier_guided,4,12,0,1,2.19,"(2,2);(2,0);(2,4);(2,8)"
fold1,verifier_guided,4,13,0,1,2.02,"(2,2);(2,0);(2,4);(2,8)"
fold1,verifier_guided,4,14,0,1,1.04,"(2,3)"
fold1,verifier_guided,4,15,0,1,2.19,"(2,0);(2,1);(2,2);(2,3)"
fold1,verifier_guided,4,16,0,1,1.43,"(3,3);(3,3)"
fold1,verifier_guided,4,17,0,1,2.2,"(2,2);(2,0);(2,4);(2,8)"
fold1,verifier_guided,4,18,0,1,1.86,"(2,1);(2,1)"
fold1,verifier_guided,4,19,0,1,1.39,"(2,1);(2,2);(2,3)"
fold1,verifier_guided,16,0,0,1,6.19,"(3,2);(3,2)"
fold1,verifier_guided,16,1,0,1,5.48,"(2,1);(2,2);(2,3)"
fold1,verifier_guided,16,2,0,1,5.11,"(2,1);(2,1)"
fold1,verifier_guided,16,3,0,1,5.52,"(2,2);(2,2)"
fold1,verifier_guided,16,4,0,1,8.19,"(0,0);(1,0);(2,0);(3,0)"
fold1,verifier_guided,16,5,0,1,7.95,"(2,0);(2,1);(2,2);(2,3)"
fold1,verifier_guided,16,6,0,1,6.64,"(3,3);(3,3)"
fold1,verifier_guided,16,7,0,1,5.44,"(1,2);(1,2)"
fold1,verifier_guided,16,8,0,1,6.61,"(3,1);(3,1)"
fold1,verifier_guided,16,9,0,1,7.59,"(2,3);(2,3)"
fold1,verifier_guided,16,10,0,1,5.2,"(0,2);(1,2);(2,2);(3,2)"
fold1,verifier_guided,16,11,0,1,5.75,"(3,0);(3,1);(3,2);(3,3)"
fold1,verifier_guided,16,12,0,1,7.68,"(2,0);(2,1);(2,2);(2,3)"
fold1,verifier_guided,16,13,0,1,7.51,"(2,2);(2,0);(2,4);(2,8)"
fold1,verifier_guided,16,14,0,1,4.4,"(2,3);(2,4);(2,5);(2,6)"
fold1,verifier_guided,16,15,0,1,7.66,"(2,0);(2,1);(2,2);(2,3)"
fold1,verifier_guided,16,16,0,1,5.83,"(3,0);(3,1);(3,2);(3,3)"
fold1,verifier_guided,16,17,0,1,7.76,"(2,0);(2,1);(2,2);(2,3)"
fold1,verifier_guided,16,18,0,1,5.5,"(2,1);(2,1)"
fold1,verifier_guided,16,19,0,1,5.66,"(2,1);(2,1)"
fold1,verifier_guided,64,0,0,1,27.31,"(3,0);(3,1)"
fold1,verifier_guided,64,1,0,1,21.79,"(2,1);(2,2);(2,3)"
fold1,verifier_guided,64,2,0,1,20.36,"(2,1)"
fold1,verifier_guided,64,3,0,1,20.64,"(0,2);(1,2);(2,2);(3,2)"
fold1,verifier_guided,64,4,0,1,30.67,"(0,0);(1,0);(2,0);(3,0)"
fold1,verifier_guided,64,5,1,1,10.24,"(2,3);(2,0)"
fold1,verifier_guided,64,6,0,1,22.61,"(3,3);(4,3);(5,3);(6,3)"
fold1,verifier_guided,64,7,0,1,19.53,"(1,2);(1,2)"
fold1,verifier_guided,64,8,0,1,23.62,"(0,1);(1,1);(2,1);(3,1)"
fold1,verifier_guided,64,9,1,1,9.44,"(2,3);(2,0)"
fold1,verifier_guided,64,10,0,1,18.3,"(1,2);(3,2)"
fold1,verifier_guided,64,11,0,1,22.67,"(3,3);(3,3)"
fold1,verifier_guided,64,12,0,1,29.79,"(2,0);(2,1);(2,2);(2,3)"
fold1,verifier_guided,64,13,0,1,29.63,"(2,0);(2,1);(2,2);(2,3)"
fold1,verifier_guided,64,14,0,1,13.4,"(2,3)"
fold1,verifier_guided,64,15,0,1,29.9,"(2,0);(2,1);(2,2);(2,3)"
fold1,verifier_guided,64,16,0,1,24.01,"(3,3);(3,3)"
fold1,verifier_guided,64,17,0,1,29.86,"(2,0);(2,1);(2,2);(2,3)"
fold1,verifier_guided,64,18,0,1,21.53,"(2,1);(2,2);(2,3)"
fold1,verifier_guided,64,19,0,1,21.68,"(2,1);(2,1)"
