task,scaffold,K,instance,correct,valid,seconds,response_head
fold1,verifier_guided,4,13,0,1,2.02,"(1, 0);(1, 2);(2, 0);(2, 2);(3, 0);(3, 2);(4, 0);(4, 2)"
fold1,verifier_guided,4,14,0,1,1.6,"(2,1);(2,3);(1,3);(1,2);"
fold1,verifier_guided,4,15,0,1,2.05,"(2,0);(2,1);(3,1);(3,2);(3,3);"
fold1,verifier_guided,4,16,0,1,1.67,"(3,2);(3,4);(2,4);(0,2);"
fold1,verifier_guided,4,17,0,1,1.5,"(2,1);(2,3);(3,1);(3,3)"
fold1,verifier_guided,4,18,0,1,1.67,"(0,1);(1,1);(2,1);(2,2);(3,1);(3,2);(3,3)"
fold1,verifier_guided,4,19,0,1,2.33,"(1,3);(2,3);(3,3);(4,2);(4,0);"
fold1,verifier_guided,16,0,0,1,6.62,"(0, 2);(1, 2);(2, 2);(3, 2)"
fold1,verifier_guided,16,1,0,1,6.84,"(1,3);(3,1);(0,2);(2,0)"
fold1,verifier_guided,16,2,0,1,7.36,"(0,0);(0,2);(1,1);(1,3);(2,2);(3,2);(3,0)"
fold1,verifier_guided,16,3,0,1,6.8,"(2,2);(2,4);(3,3);(3,1)"
fold1,verifier_guided,16,4,0,1,6.22,"(0, 0); (0, 1); (1, 1); (2, 0); (3, 0)"
fold1,verifier_guided,16,5,0,1,6.17,"(2, 3);(1, 3);(3, 3);(0, 3)"
fold1,verifier_guided,16,6,0,1,6.93,"(0, 0);(0, 1);(1, 1);(2, 2);(3, 2);(3, 3)"
fold1,verifier_guided,16,7,0,1,6.6,"(1, 2);(2, 4);(3, 4);(4, 2)"
fold1,verifier_guided,16,8,0,0,7.98,"(1,4);(2,4);(3,4);(4,0)"
fold1,verifier_guided,16,9,0,1,6.99,"(2,3);(0,3);(1,3);(1,2);(2,2);(3,2);(3,1);(4,1);"
fold1,verifier_guided,16,10,0,1,6.69,"(2,2);(0,3);(1,3);(2,3);(3,3);(4,2)"
fold1,verifier_guided,16,11,0,1,6.9,"(1, 1);(1, 2);(2, 1);(2, 2);(3, 1);(3, 2);(4, 0);"
fold1,verifier_guided,16,12,0,1,7.05,"(1,1);(1,2);(1,3);(2,1);(2,2);(2,3);(3,1);(3,2);(3,3)"
fold1,verifier_guided,16,13,0,1,7.26,"(1,2);(4,0);(4,3);"
fold1,verifier_guided,16,14,0,1,6.52,"(2, 4);(1, 2);(0, 4);(0, 0)"
fold1,verifier_guided,16,15,0,1,7.66,"(1,0);(1,1);(2,0);(2,1);(2,2);(3,0);(3,1);(3,2);(4,0);(4,1);(4,2);"
fold1,verifier_guided,16,16,0,1,6.73,"(1,2);(2,4);(2,5);(3,5);"
fold1,verifier_guided,16,17,0,1,6.85,"(2,4);(2,0);(0,2);(0,4)"
fold1,verifier_guided,16,18,0,1,8.01,"(2,1);(0,2);(2,2);(0,3);(3,2)"
fold1,verifier_guided,16,19,0,1,7.17,"(0,1);(1,1);(1,2);(2,1);(2,2);(3,1);(3,2)"
fold1,verifier_guided,64,0,0,1,27.49,"(2,4);(3,2);(0,2);(1,0)"
fold1,verifier_guided,64,1,0,1,27.42,"(2,1);(2,3);(1,3);(0,1);(0,3);"
fold1,verifier_guided,64,2,0,1,30.08,"(2,4);(3,1);(0,1);(1,3)"
fold1,verifier_guided,64,3,0,1,29.96,"(0,2);(1,2);(0,3);(1,3);(2,3);(2,0)"
fold1,verifier_guided,64,4,0,1,29.55,"(1,0);(1,1);(1,2);(1,3);(2,0);(2,1);(2,2);(2,3);(3,0);(3,1);(3,2);(3,3)"
fold1,verifier_guided,64,5,0,1,26.24,"(2,3);(0,3);(0,2);(2,0)"
fold1,verifier_guided,64,6,0,1,26.61,"(0, 3);(0, 4);(1, 3);(2, 3)"
fold1,verifier_guided,64,7,0,1,24.92,"(0,1);(1,2);(2,3);(3,3)"
fold1,verifier_guided,64,8,0,1,31.87,"(2,1);(2,2);(2,3);(3,1);(3,2);(3,3)"
fold1,verifier_guided,64,9,0,1,25.64,"(1,3);(3,1);(0,2);(2,0);"
fold1,verifier_guided,64,10,0,1,27.37,"(2,4);(3,2);(3,3);(2,3)"
fold1,verifier_guided,64,11,0,1,25.68,"(2, 3);(2,4);(3,4);(3,3)"
fold1,verifier_guided,64,12,0,1,26.39,"(2,4);(3,2);(0,2);(1,4)"
fold1,verifier_guided,64,13,0,1,26.92,"(0,4);(1,2);(2,4);(3,2)"
fold1,verifier_guided,64,14,0,1,25.67,"(0,2);(0,4);(2,2);(3,0)"
fold1,verifier_guided,64,15,0,1,28.8,"(2,0);(3,0);(2,1);(3,1);(2,2);(3,2);(2,3);(3,3)"
fold1,verifier_guided,64,16,0,1,24.75,"(3, 3);(0, 3);(1, 3);(2, 3)"
fold1,verifier_guided,64,17,0,1,26.17,"(0,2);(0,3);(2,2);(2,3)"
fold1,verifier_guided,64,18,0,1,30.48,"(1, 4);(2, 1);(3, 4);(4, 0)"
fold1,verifier_guided,64,19,1,1,27.96,"(2,1);(0,4);(1,1);(0,4)"
